CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F991,F992,F993,F994,F995
70107,E00009862,E00009862,Output Areas and Small Areas,OASA,44,72,20,7,1
70108,E00009863,E00009863,Output Areas and Small Areas,OASA,28,73,20,7,2
70109,E00009864,E00009864,Output Areas and Small Areas,OASA,34,59,20,3,2
70110,E00009865,E00009865,Output Areas and Small Areas,OASA,50,48,18,3,2
70111,E00009866,E00009866,Output Areas and Small Areas,OASA,18,77,37,3,1
70112,E00009867,E00009867,Output Areas and Small Areas,OASA,138,75,18,1,0
70113,E00009868,E00009868,Output Areas and Small Areas,OASA,56,48,8,2,0
70114,E00009869,E00009869,Output Areas and Small Areas,OASA,125,44,9,0,0
70115,E00009870,E00009870,Output Areas and Small Areas,OASA,77,48,10,0,2
70116,E00009871,E00009871,Output Areas and Small Areas,OASA,103,45,14,1,0
70117,E00009872,E00009872,Output Areas and Small Areas,OASA,54,75,14,3,0
70118,E00009873,E00009873,Output Areas and Small Areas,OASA,65,60,12,3,0
70119,E00009874,E00009874,Output Areas and Small Areas,OASA,76,28,13,0,0
70120,E00009875,E00009875,Output Areas and Small Areas,OASA,89,48,15,5,0
70121,E00009876,E00009876,Output Areas and Small Areas,OASA,115,58,8,3,0
70122,E00009877,E00009877,Output Areas and Small Areas,OASA,96,92,15,5,3
70123,E00009878,E00009878,Output Areas and Small Areas,OASA,67,28,3,0,0
70124,E00009879,E00009879,Output Areas and Small Areas,OASA,53,57,8,0,2
70125,E00009880,E00009880,Output Areas and Small Areas,OASA,57,47,13,1,1
70126,E00009881,E00009881,Output Areas and Small Areas,OASA,70,47,3,1,0
70127,E00009882,E00009882,Output Areas and Small Areas,OASA,59,38,4,0,0
70128,E00009883,E00009883,Output Areas and Small Areas,OASA,85,55,9,1,0
70129,E00009884,E00009884,Output Areas and Small Areas,OASA,100,53,9,0,0
70130,E00009885,E00009885,Output Areas and Small Areas,OASA,78,34,4,1,0
70131,E00009886,E00009886,Output Areas and Small Areas,OASA,64,38,2,0,0
70132,E00009887,E00009887,Output Areas and Small Areas,OASA,66,41,11,1,0
70133,E00009888,E00009888,Output Areas and Small Areas,OASA,81,39,3,1,0
70134,E00009889,E00009889,Output Areas and Small Areas,OASA,42,56,13,1,1
70135,E00009890,E00009890,Output Areas and Small Areas,OASA,57,52,9,4,1
70136,E00009892,E00009892,Output Areas and Small Areas,OASA,49,56,12,1,0
70137,E00009893,E00009893,Output Areas and Small Areas,OASA,76,70,19,1,0
70138,E00009894,E00009894,Output Areas and Small Areas,OASA,66,59,8,1,0
70139,E00009895,E00009895,Output Areas and Small Areas,OASA,78,64,6,0,0
70140,E00009896,E00009896,Output Areas and Small Areas,OASA,77,58,7,1,0
70141,E00009897,E00009897,Output Areas and Small Areas,OASA,20,69,22,3,3
70142,E00009898,E00009898,Output Areas and Small Areas,OASA,77,46,10,0,1
70143,E00009899,E00009899,Output Areas and Small Areas,OASA,66,57,20,2,0
70144,E00009900,E00009900,Output Areas and Small Areas,OASA,95,73,13,2,0
70145,E00009901,E00009901,Output Areas and Small Areas,OASA,95,62,12,2,1
70146,E00009902,E00009902,Output Areas and Small Areas,OASA,73,74,8,2,0
70147,E00009903,E00009903,Output Areas and Small Areas,OASA,97,47,6,1,0
70148,E00009904,E00009904,Output Areas and Small Areas,OASA,27,75,25,3,4
70149,E00009905,E00009905,Output Areas and Small Areas,OASA,76,67,9,0,0
70150,E00009906,E00009906,Output Areas and Small Areas,OASA,79,37,6,4,0
70151,E00009907,E00009907,Output Areas and Small Areas,OASA,134,45,5,0,0
70152,E00009908,E00009908,Output Areas and Small Areas,OASA,112,47,4,0,0
70153,E00009909,E00009909,Output Areas and Small Areas,OASA,91,59,8,0,0
70154,E00009910,E00009910,Output Areas and Small Areas,OASA,65,61,17,1,1
70155,E00009911,E00009911,Output Areas and Small Areas,OASA,40,51,16,2,0
70156,E00009912,E00009912,Output Areas and Small Areas,OASA,51,45,2,2,0
70157,E00009913,E00009913,Output Areas and Small Areas,OASA,91,60,5,0,2
70158,E00009914,E00009914,Output Areas and Small Areas,OASA,70,50,6,1,0
70159,E00009915,E00009915,Output Areas and Small Areas,OASA,145,61,8,0,0
70160,E00009916,E00009916,Output Areas and Small Areas,OASA,55,64,13,1,0
70161,E00009917,E00009917,Output Areas and Small Areas,OASA,82,33,10,0,1
70162,E00009918,E00009918,Output Areas and Small Areas,OASA,44,56,12,0,0
70163,E00009919,E00009919,Output Areas and Small Areas,OASA,79,50,14,1,0
70164,E00009920,E00009920,Output Areas and Small Areas,OASA,67,53,10,1,0
70165,E00009921,E00009921,Output Areas and Small Areas,OASA,87,48,8,1,1
70166,E00009922,E00009922,Output Areas and Small Areas,OASA,80,45,10,1,0
70167,E00009923,E00009923,Output Areas and Small Areas,OASA,88,65,7,1,0
70168,E00009924,E00009924,Output Areas and Small Areas,OASA,133,39,4,1,0
70169,E00009925,E00009925,Output Areas and Small Areas,OASA,63,58,10,0,1
70170,E00009926,E00009926,Output Areas and Small Areas,OASA,92,46,9,2,0
70171,E00009927,E00009927,Output Areas and Small Areas,OASA,128,55,12,2,1
70172,E00009928,E00009928,Output Areas and Small Areas,OASA,96,51,11,1,2
70173,E00009929,E00009929,Output Areas and Small Areas,OASA,77,32,5,0,0
70174,E00009930,E00009930,Output Areas and Small Areas,OASA,76,45,10,0,0
70175,E00009931,E00009931,Output Areas and Small Areas,OASA,86,31,3,0,0
70176,E00009932,E00009932,Output Areas and Small Areas,OASA,71,48,11,0,0
70177,E00009933,E00009933,Output Areas and Small Areas,OASA,57,44,8,1,0
70178,E00009934,E00009934,Output Areas and Small Areas,OASA,87,49,12,1,0
70179,E00009935,E00009935,Output Areas and Small Areas,OASA,80,30,6,2,1
70180,E00009936,E00009936,Output Areas and Small Areas,OASA,78,29,6,0,0
70181,E00009937,E00009937,Output Areas and Small Areas,OASA,83,35,5,0,0
70182,E00009938,E00009938,Output Areas and Small Areas,OASA,65,46,6,3,1
70183,E00009939,E00009939,Output Areas and Small Areas,OASA,119,56,6,0,1
70184,E00009940,E00009940,Output Areas and Small Areas,OASA,87,49,10,5,1
70185,E00009941,E00009941,Output Areas and Small Areas,OASA,55,52,8,2,0
70186,E00009942,E00009942,Output Areas and Small Areas,OASA,69,40,11,2,1
70187,E00009943,E00009943,Output Areas and Small Areas,OASA,83,57,11,1,1
70188,E00009944,E00009944,Output Areas and Small Areas,OASA,60,52,8,1,0
70189,E00009945,E00009945,Output Areas and Small Areas,OASA,92,45,11,0,0
70190,E00009946,E00009946,Output Areas and Small Areas,OASA,92,78,14,2,0
70191,E00009947,E00009947,Output Areas and Small Areas,OASA,79,51,11,1,0
70192,E00009948,E00009948,Output Areas and Small Areas,OASA,28,69,20,0,0
70193,E00009949,E00009949,Output Areas and Small Areas,OASA,30,85,26,4,1
70194,E00009950,E00009950,Output Areas and Small Areas,OASA,99,65,7,0,0
70195,E00009951,E00009951,Output Areas and Small Areas,OASA,36,51,9,0,0
70196,E00009952,E00009952,Output Areas and Small Areas,OASA,31,81,21,3,0
70197,E00009953,E00009953,Output Areas and Small Areas,OASA,54,54,6,3,0
70198,E00009954,E00009954,Output Areas and Small Areas,OASA,64,88,15,2,4
70199,E00009955,E00009955,Output Areas and Small Areas,OASA,37,55,19,3,1
70200,E00009956,E00009956,Output Areas and Small Areas,OASA,61,74,19,2,1
70201,E00009957,E00009957,Output Areas and Small Areas,OASA,58,79,13,0,0
70202,E00009958,E00009958,Output Areas and Small Areas,OASA,45,55,18,2,0
70203,E00009959,E00009959,Output Areas and Small Areas,OASA,37,75,8,3,1
70204,E00009960,E00009960,Output Areas and Small Areas,OASA,48,61,12,3,2
70205,E00009961,E00009961,Output Areas and Small Areas,OASA,71,46,23,1,0
70206,E00009962,E00009962,Output Areas and Small Areas,OASA,87,48,15,2,2
70207,E00009963,E00009963,Output Areas and Small Areas,OASA,38,61,12,4,1
70208,E00009964,E00009964,Output Areas and Small Areas,OASA,23,63,16,1,1
70209,E00009965,E00009965,Output Areas and Small Areas,OASA,43,69,21,3,0
70210,E00009967,E00009967,Output Areas and Small Areas,OASA,67,69,12,5,0
70211,E00009968,E00009968,Output Areas and Small Areas,OASA,27,63,11,0,0
70212,E00009969,E00009969,Output Areas and Small Areas,OASA,55,61,10,1,0
70213,E00009970,E00009970,Output Areas and Small Areas,OASA,50,72,23,1,1
70214,E00009971,E00009971,Output Areas and Small Areas,OASA,31,51,15,0,1
70215,E00009972,E00009972,Output Areas and Small Areas,OASA,43,86,20,3,0
70216,E00009973,E00009973,Output Areas and Small Areas,OASA,42,55,5,1,0
70217,E00009974,E00009974,Output Areas and Small Areas,OASA,49,60,15,0,0
70218,E00009975,E00009975,Output Areas and Small Areas,OASA,50,62,15,4,0
70219,E00009976,E00009976,Output Areas and Small Areas,OASA,57,73,17,1,0
70220,E00009978,E00009978,Output Areas and Small Areas,OASA,80,62,7,2,0
70221,E00009979,E00009979,Output Areas and Small Areas,OASA,55,62,6,1,0
70222,E00009980,E00009980,Output Areas and Small Areas,OASA,50,61,9,0,1
70223,E00009982,E00009982,Output Areas and Small Areas,OASA,58,78,11,1,0
70224,E00009983,E00009983,Output Areas and Small Areas,OASA,38,56,12,3,1
70225,E00009984,E00009984,Output Areas and Small Areas,OASA,50,65,17,2,0
70226,E00009985,E00009985,Output Areas and Small Areas,OASA,74,67,7,2,0
70227,E00009986,E00009986,Output Areas and Small Areas,OASA,25,66,30,5,0
70228,E00009987,E00009987,Output Areas and Small Areas,OASA,65,60,19,1,0
70229,E00009988,E00009988,Output Areas and Small Areas,OASA,37,82,13,4,1
70230,E00009989,E00009989,Output Areas and Small Areas,OASA,36,45,15,4,1
70231,E00009990,E00009990,Output Areas and Small Areas,OASA,41,50,12,0,0
70232,E00009991,E00009991,Output Areas and Small Areas,OASA,30,62,14,5,1
70233,E00009992,E00009992,Output Areas and Small Areas,OASA,27,66,48,5,1
70234,E00009993,E00009993,Output Areas and Small Areas,OASA,7,34,42,14,2
70235,E00009994,E00009994,Output Areas and Small Areas,OASA,13,54,38,14,3
70236,E00009995,E00009995,Output Areas and Small Areas,OASA,52,52,21,4,0
70237,E00009996,E00009996,Output Areas and Small Areas,OASA,76,60,9,1,1
70238,E00009997,E00009997,Output Areas and Small Areas,OASA,102,57,12,2,1
70239,E00009998,E00009998,Output Areas and Small Areas,OASA,85,47,26,6,1
70240,E00009999,E00009999,Output Areas and Small Areas,OASA,53,48,9,0,0
70241,E00010000,E00010000,Output Areas and Small Areas,OASA,45,41,6,0,0
70242,E00010001,E00010001,Output Areas and Small Areas,OASA,54,50,26,3,3
70243,E00010002,E00010002,Output Areas and Small Areas,OASA,41,46,18,1,0
70244,E00010003,E00010003,Output Areas and Small Areas,OASA,62,31,6,2,0
70245,E00010004,E00010004,Output Areas and Small Areas,OASA,93,62,13,2,0
70246,E00010005,E00010005,Output Areas and Small Areas,OASA,30,82,12,2,0
70247,E00010006,E00010006,Output Areas and Small Areas,OASA,43,51,24,1,1
70248,E00010007,E00010007,Output Areas and Small Areas,OASA,34,70,15,1,1
70249,E00010008,E00010008,Output Areas and Small Areas,OASA,19,71,43,3,3
70250,E00010009,E00010009,Output Areas and Small Areas,OASA,59,58,14,3,2
70251,E00010010,E00010010,Output Areas and Small Areas,OASA,22,58,19,3,0
70252,E00010011,E00010011,Output Areas and Small Areas,OASA,25,69,24,1,0
70253,E00010012,E00010012,Output Areas and Small Areas,OASA,17,62,43,5,1
70254,E00010013,E00010013,Output Areas and Small Areas,OASA,8,35,51,12,5
70255,E00010014,E00010014,Output Areas and Small Areas,OASA,33,33,29,16,3
70256,E00010015,E00010015,Output Areas and Small Areas,OASA,49,57,15,5,0
70257,E00010016,E00010016,Output Areas and Small Areas,OASA,39,40,29,7,6
70258,E00010017,E00010017,Output Areas and Small Areas,OASA,44,80,15,1,0
70259,E00010018,E00010018,Output Areas and Small Areas,OASA,78,55,13,1,1
70260,E00010019,E00010019,Output Areas and Small Areas,OASA,48,58,12,0,1
70261,E00010021,E00010021,Output Areas and Small Areas,OASA,36,47,10,0,0
70262,E00010022,E00010022,Output Areas and Small Areas,OASA,44,70,11,3,1
70263,E00010023,E00010023,Output Areas and Small Areas,OASA,68,41,3,2,0
70264,E00010024,E00010024,Output Areas and Small Areas,OASA,26,67,26,1,1
70265,E00010025,E00010025,Output Areas and Small Areas,OASA,60,44,5,0,0
70266,E00010026,E00010026,Output Areas and Small Areas,OASA,52,58,16,0,0
70267,E00010027,E00010027,Output Areas and Small Areas,OASA,162,46,4,0,1
70268,E00010029,E00010029,Output Areas and Small Areas,OASA,77,32,6,1,0
70269,E00010030,E00010030,Output Areas and Small Areas,OASA,49,55,9,1,0
70270,E00010031,E00010031,Output Areas and Small Areas,OASA,169,32,3,0,0
70271,E00010032,E00010032,Output Areas and Small Areas,OASA,79,56,11,3,1
70272,E00010033,E00010033,Output Areas and Small Areas,OASA,126,60,10,2,0
70273,E00010034,E00010034,Output Areas and Small Areas,OASA,102,75,10,1,0
70274,E00010035,E00010035,Output Areas and Small Areas,OASA,102,58,12,1,0
70275,E00010036,E00010036,Output Areas and Small Areas,OASA,112,34,3,1,0
70276,E00010037,E00010037,Output Areas and Small Areas,OASA,90,56,13,2,0
70277,E00010038,E00010038,Output Areas and Small Areas,OASA,107,51,14,3,2
70278,E00010039,E00010039,Output Areas and Small Areas,OASA,125,44,5,0,0
70279,E00010040,E00010040,Output Areas and Small Areas,OASA,135,54,5,1,1
70280,E00010041,E00010041,Output Areas and Small Areas,OASA,94,57,13,3,0
70281,E00010042,E00010042,Output Areas and Small Areas,OASA,94,59,7,2,0
70282,E00010043,E00010043,Output Areas and Small Areas,OASA,65,44,6,1,0
70283,E00010044,E00010044,Output Areas and Small Areas,OASA,67,68,8,2,1
70284,E00010045,E00010045,Output Areas and Small Areas,OASA,57,54,12,1,1
70285,E00010046,E00010046,Output Areas and Small Areas,OASA,68,36,8,1,0
70286,E00010047,E00010047,Output Areas and Small Areas,OASA,65,50,7,1,0
70287,E00010048,E00010048,Output Areas and Small Areas,OASA,70,34,8,2,1
70288,E00010049,E00010049,Output Areas and Small Areas,OASA,88,52,10,1,0
70289,E00010050,E00010050,Output Areas and Small Areas,OASA,66,35,8,0,0
70290,E00010051,E00010051,Output Areas and Small Areas,OASA,42,55,8,0,0
70291,E00010052,E00010052,Output Areas and Small Areas,OASA,73,41,11,2,1
70292,E00010053,E00010053,Output Areas and Small Areas,OASA,57,37,6,0,0
70293,E00010054,E00010054,Output Areas and Small Areas,OASA,100,36,12,0,0
70294,E00010055,E00010055,Output Areas and Small Areas,OASA,147,53,16,4,1
70295,E00010056,E00010056,Output Areas and Small Areas,OASA,96,53,10,1,0
70296,E00010057,E00010057,Output Areas and Small Areas,OASA,75,41,2,0,0
70297,E00010058,E00010058,Output Areas and Small Areas,OASA,91,41,4,1,0
70298,E00010059,E00010059,Output Areas and Small Areas,OASA,65,41,9,0,0
70299,E00010060,E00010060,Output Areas and Small Areas,OASA,114,44,8,2,0
70300,E00010061,E00010061,Output Areas and Small Areas,OASA,103,48,5,0,1
70301,E00010062,E00010062,Output Areas and Small Areas,OASA,63,48,13,3,0
70302,E00010064,E00010064,Output Areas and Small Areas,OASA,5,20,41,28,24
70303,E00010065,E00010065,Output Areas and Small Areas,OASA,28,71,28,6,3
70304,E00010066,E00010066,Output Areas and Small Areas,OASA,66,82,8,1,0
70305,E00010067,E00010067,Output Areas and Small Areas,OASA,24,47,20,10,3
70306,E00010068,E00010068,Output Areas and Small Areas,OASA,39,61,28,4,5
70307,E00010069,E00010069,Output Areas and Small Areas,OASA,79,34,5,0,1
70308,E00010070,E00010070,Output Areas and Small Areas,OASA,53,69,22,4,2
70309,E00010071,E00010071,Output Areas and Small Areas,OASA,58,50,20,6,1
70310,E00010072,E00010072,Output Areas and Small Areas,OASA,39,63,12,1,3
70311,E00010073,E00010073,Output Areas and Small Areas,OASA,10,45,30,10,4
70312,E00010074,E00010074,Output Areas and Small Areas,OASA,38,62,16,1,0
70313,E00010075,E00010075,Output Areas and Small Areas,OASA,51,54,16,3,1
70314,E00010076,E00010076,Output Areas and Small Areas,OASA,58,80,14,2,0
70315,E00010077,E00010077,Output Areas and Small Areas,OASA,60,46,8,1,0
70316,E00010078,E00010078,Output Areas and Small Areas,OASA,28,65,24,11,3
70317,E00010079,E00010079,Output Areas and Small Areas,OASA,56,68,25,1,1
70318,E00010080,E00010080,Output Areas and Small Areas,OASA,68,38,9,2,0
70319,E00010081,E00010081,Output Areas and Small Areas,OASA,24,64,19,5,0
70320,E00010082,E00010082,Output Areas and Small Areas,OASA,112,52,5,0,0
70321,E00010083,E00010083,Output Areas and Small Areas,OASA,53,60,10,2,1
70322,E00010084,E00010084,Output Areas and Small Areas,OASA,29,63,22,4,0
70323,E00010085,E00010085,Output Areas and Small Areas,OASA,56,71,15,7,1
70324,E00010086,E00010086,Output Areas and Small Areas,OASA,43,49,16,1,0
70325,E00010087,E00010087,Output Areas and Small Areas,OASA,50,52,16,3,0
70326,E00010088,E00010088,Output Areas and Small Areas,OASA,75,59,4,1,0
70327,E00010089,E00010089,Output Areas and Small Areas,OASA,96,56,16,2,2
70328,E00010090,E00010090,Output Areas and Small Areas,OASA,25,56,12,1,0
70329,E00010091,E00010091,Output Areas and Small Areas,OASA,46,73,9,1,0
70330,E00010092,E00010092,Output Areas and Small Areas,OASA,75,46,6,0,0
70331,E00010093,E00010093,Output Areas and Small Areas,OASA,30,48,19,6,4
70332,E00010094,E00010094,Output Areas and Small Areas,OASA,75,47,8,0,0
70333,E00010095,E00010095,Output Areas and Small Areas,OASA,101,76,7,0,1
70334,E00010096,E00010096,Output Areas and Small Areas,OASA,52,44,26,1,0
70335,E00010097,E00010097,Output Areas and Small Areas,OASA,38,67,10,2,1
70336,E00010098,E00010098,Output Areas and Small Areas,OASA,57,24,5,0,0
70337,E00010099,E00010099,Output Areas and Small Areas,OASA,43,56,15,3,3
70338,E00010100,E00010100,Output Areas and Small Areas,OASA,40,65,20,1,2
70339,E00010101,E00010101,Output Areas and Small Areas,OASA,43,53,24,2,0
70340,E00010102,E00010102,Output Areas and Small Areas,OASA,61,44,10,0,0
70341,E00010103,E00010103,Output Areas and Small Areas,OASA,65,52,10,1,1
70342,E00010104,E00010104,Output Areas and Small Areas,OASA,90,83,17,2,2
70343,E00010105,E00010105,Output Areas and Small Areas,OASA,85,83,13,1,0
70344,E00010106,E00010106,Output Areas and Small Areas,OASA,116,91,17,1,0
70345,E00010107,E00010107,Output Areas and Small Areas,OASA,51,52,5,0,0
70346,E00010108,E00010108,Output Areas and Small Areas,OASA,59,49,12,1,0
70347,E00010109,E00010109,Output Areas and Small Areas,OASA,70,68,16,1,0
70348,E00010110,E00010110,Output Areas and Small Areas,OASA,64,87,11,2,0
70349,E00010111,E00010111,Output Areas and Small Areas,OASA,95,52,4,2,0
70350,E00010112,E00010112,Output Areas and Small Areas,OASA,73,68,5,0,0
70351,E00010114,E00010114,Output Areas and Small Areas,OASA,86,26,7,2,0
70352,E00010115,E00010115,Output Areas and Small Areas,OASA,61,44,4,0,0
70353,E00010116,E00010116,Output Areas and Small Areas,OASA,56,59,11,0,1
70354,E00010117,E00010117,Output Areas and Small Areas,OASA,42,64,10,1,0
70355,E00010118,E00010118,Output Areas and Small Areas,OASA,31,71,13,0,0
70356,E00010119,E00010119,Output Areas and Small Areas,OASA,69,40,11,0,0
70357,E00010120,E00010120,Output Areas and Small Areas,OASA,89,44,2,1,0
70358,E00010121,E00010121,Output Areas and Small Areas,OASA,55,62,11,1,0
70359,E00010122,E00010122,Output Areas and Small Areas,OASA,45,67,15,1,0
70360,E00010123,E00010123,Output Areas and Small Areas,OASA,40,68,11,2,1
70361,E00010124,E00010124,Output Areas and Small Areas,OASA,82,36,4,1,0
70362,E00010125,E00010125,Output Areas and Small Areas,OASA,22,61,30,3,0
70363,E00010126,E00010126,Output Areas and Small Areas,OASA,28,62,13,3,0
70364,E00010127,E00010127,Output Areas and Small Areas,OASA,42,58,12,1,0
70365,E00010128,E00010128,Output Areas and Small Areas,OASA,84,72,8,2,0
70366,E00010130,E00010130,Output Areas and Small Areas,OASA,40,59,13,4,0
70367,E00010131,E00010131,Output Areas and Small Areas,OASA,61,66,9,0,0
70368,E00010132,E00010132,Output Areas and Small Areas,OASA,82,47,7,1,0
70369,E00010133,E00010133,Output Areas and Small Areas,OASA,58,64,4,1,0
70370,E00010134,E00010134,Output Areas and Small Areas,OASA,62,46,10,0,0
70371,E00010135,E00010135,Output Areas and Small Areas,OASA,106,39,4,1,0
70372,E00010136,E00010136,Output Areas and Small Areas,OASA,71,52,6,0,0
70373,E00010137,E00010137,Output Areas and Small Areas,OASA,66,49,8,1,0
70374,E00010138,E00010138,Output Areas and Small Areas,OASA,65,70,17,6,1
70375,E00010139,E00010139,Output Areas and Small Areas,OASA,48,75,16,5,0
70376,E00010140,E00010140,Output Areas and Small Areas,OASA,16,66,37,8,1
70377,E00010141,E00010141,Output Areas and Small Areas,OASA,47,66,6,1,1
70378,E00010142,E00010142,Output Areas and Small Areas,OASA,117,90,11,2,0
70379,E00010143,E00010143,Output Areas and Small Areas,OASA,44,63,13,1,0
70380,E00010144,E00010144,Output Areas and Small Areas,OASA,27,61,19,5,0
70381,E00010145,E00010145,Output Areas and Small Areas,OASA,34,59,20,2,0
70382,E00010146,E00010146,Output Areas and Small Areas,OASA,55,56,13,2,2
70383,E00010147,E00010147,Output Areas and Small Areas,OASA,17,65,30,5,0
70384,E00010148,E00010148,Output Areas and Small Areas,OASA,56,36,12,0,3
70385,E00010149,E00010149,Output Areas and Small Areas,OASA,66,51,22,1,1
70386,E00010150,E00010150,Output Areas and Small Areas,OASA,53,79,13,9,1
70387,E00010151,E00010151,Output Areas and Small Areas,OASA,66,45,13,4,1
70388,E00010152,E00010152,Output Areas and Small Areas,OASA,30,68,33,5,0
70389,E00010153,E00010153,Output Areas and Small Areas,OASA,45,51,13,1,0
70390,E00010154,E00010154,Output Areas and Small Areas,OASA,49,51,12,3,2
70391,E00010155,E00010155,Output Areas and Small Areas,OASA,70,37,5,0,0
70392,E00010156,E00010156,Output Areas and Small Areas,OASA,20,73,31,3,0
70393,E00010157,E00010157,Output Areas and Small Areas,OASA,13,61,43,9,0
70394,E00010158,E00010158,Output Areas and Small Areas,OASA,29,84,29,4,1
70395,E00010159,E00010159,Output Areas and Small Areas,OASA,26,79,26,0,0
70396,E00010160,E00010160,Output Areas and Small Areas,OASA,55,46,19,2,0
70397,E00010161,E00010161,Output Areas and Small Areas,OASA,20,41,40,5,4
70398,E00010162,E00010162,Output Areas and Small Areas,OASA,42,65,15,3,3
70399,E00010163,E00010163,Output Areas and Small Areas,OASA,23,59,36,3,1
70400,E00010164,E00010164,Output Areas and Small Areas,OASA,16,68,43,13,3
70401,E00010165,E00010165,Output Areas and Small Areas,OASA,70,44,12,1,0
70402,E00010166,E00010166,Output Areas and Small Areas,OASA,20,52,35,4,0
70403,E00010167,E00010167,Output Areas and Small Areas,OASA,40,70,25,5,0
70404,E00010168,E00010168,Output Areas and Small Areas,OASA,41,61,18,7,0
70405,E00010169,E00010169,Output Areas and Small Areas,OASA,45,69,25,2,0
70406,E00010170,E00010170,Output Areas and Small Areas,OASA,54,42,16,1,0
70407,E00010171,E00010171,Output Areas and Small Areas,OASA,48,66,29,5,1
70408,E00010172,E00010172,Output Areas and Small Areas,OASA,55,65,12,1,0
70409,E00010173,E00010173,Output Areas and Small Areas,OASA,34,58,12,3,0
70410,E00010174,E00010174,Output Areas and Small Areas,OASA,71,45,3,0,0
70411,E00010175,E00010175,Output Areas and Small Areas,OASA,149,55,6,0,0
70412,E00010176,E00010176,Output Areas and Small Areas,OASA,94,40,9,0,0
70413,E00010177,E00010177,Output Areas and Small Areas,OASA,84,43,4,0,0
70414,E00010178,E00010178,Output Areas and Small Areas,OASA,99,37,3,0,0
70415,E00010179,E00010179,Output Areas and Small Areas,OASA,97,29,3,0,0
70416,E00010180,E00010180,Output Areas and Small Areas,OASA,101,42,10,3,0
70417,E00010181,E00010181,Output Areas and Small Areas,OASA,101,42,1,1,0
70418,E00010182,E00010182,Output Areas and Small Areas,OASA,65,58,13,3,1
70419,E00010183,E00010183,Output Areas and Small Areas,OASA,93,41,4,1,0
70420,E00010184,E00010184,Output Areas and Small Areas,OASA,95,37,4,2,1
70421,E00010185,E00010185,Output Areas and Small Areas,OASA,82,47,10,0,1
70422,E00010186,E00010186,Output Areas and Small Areas,OASA,101,37,3,1,0
70423,E00010187,E00010187,Output Areas and Small Areas,OASA,101,63,16,5,0
70424,E00010188,E00010188,Output Areas and Small Areas,OASA,87,46,17,1,0
70425,E00010189,E00010189,Output Areas and Small Areas,OASA,81,46,11,2,0
70426,E00010190,E00010190,Output Areas and Small Areas,OASA,83,46,5,0,0
70427,E00010191,E00010191,Output Areas and Small Areas,OASA,96,42,6,2,0
70428,E00010192,E00010192,Output Areas and Small Areas,OASA,118,63,10,0,0
70429,E00010193,E00010193,Output Areas and Small Areas,OASA,66,57,16,3,0
70430,E00010194,E00010194,Output Areas and Small Areas,OASA,166,35,8,1,0
70431,E00010195,E00010195,Output Areas and Small Areas,OASA,68,47,5,3,0
70432,E00010196,E00010196,Output Areas and Small Areas,OASA,90,32,5,0,0
70433,E00010197,E00010197,Output Areas and Small Areas,OASA,82,46,5,0,0
70434,E00010198,E00010198,Output Areas and Small Areas,OASA,60,42,11,0,0
70435,E00010199,E00010199,Output Areas and Small Areas,OASA,55,44,11,1,0
70436,E00010200,E00010200,Output Areas and Small Areas,OASA,91,57,6,2,2
70437,E00010201,E00010201,Output Areas and Small Areas,OASA,65,59,11,4,1
70438,E00010202,E00010202,Output Areas and Small Areas,OASA,71,38,15,4,0
70439,E00010203,E00010203,Output Areas and Small Areas,OASA,93,52,5,1,1
70440,E00010204,E00010204,Output Areas and Small Areas,OASA,167,60,8,0,0
70441,E00010205,E00010205,Output Areas and Small Areas,OASA,99,49,4,0,0
70442,E00010206,E00010206,Output Areas and Small Areas,OASA,79,45,3,0,0
70443,E00010207,E00010207,Output Areas and Small Areas,OASA,84,35,7,2,0
70444,E00010208,E00010208,Output Areas and Small Areas,OASA,88,30,9,2,0
70445,E00010209,E00010209,Output Areas and Small Areas,OASA,84,51,8,2,0
70446,E00010210,E00010210,Output Areas and Small Areas,OASA,58,61,7,1,0
70447,E00010211,E00010211,Output Areas and Small Areas,OASA,66,50,7,2,0
70448,E00010212,E00010212,Output Areas and Small Areas,OASA,75,46,10,1,1
70449,E00010213,E00010213,Output Areas and Small Areas,OASA,94,39,1,0,0
70450,E00010214,E00010214,Output Areas and Small Areas,OASA,98,41,8,1,1
70451,E00010216,E00010216,Output Areas and Small Areas,OASA,79,59,3,1,0
70452,E00010217,E00010217,Output Areas and Small Areas,OASA,111,60,3,2,0
70453,E00010218,E00010218,Output Areas and Small Areas,OASA,114,45,6,0,1
70454,E00010219,E00010219,Output Areas and Small Areas,OASA,82,44,6,1,0
70455,E00010220,E00010220,Output Areas and Small Areas,OASA,74,42,3,0,0
70456,E00010221,E00010221,Output Areas and Small Areas,OASA,75,32,11,1,0
70457,E00010222,E00010222,Output Areas and Small Areas,OASA,73,42,5,0,0
70458,E00010223,E00010223,Output Areas and Small Areas,OASA,79,39,5,0,0
70459,E00010224,E00010224,Output Areas and Small Areas,OASA,81,47,2,0,0
70460,E00010225,E00010225,Output Areas and Small Areas,OASA,75,43,8,0,0
70461,E00010226,E00010226,Output Areas and Small Areas,OASA,65,52,12,0,2
70462,E00010227,E00010227,Output Areas and Small Areas,OASA,126,39,8,1,1
70463,E00010228,E00010228,Output Areas and Small Areas,OASA,72,38,0,1,0
