age,sex,household_size,english_proficiency,marital_status,number_of_cars_and_vans,economic_activity,ethnic_group,highest_qualification,approximated_social_grade
48,1,-9,-9,5,-9,15,1,10,-9
70,1,-9,2,2,-9,15,5,15,-9
85,1,-9,-9,2,-9,15,1,16,-9
90,1,-9,3,2,-9,16,9,10,-9
24,1,-9,-9,1,-9,16,14,11,-9
80,1,-9,-9,5,-9,12,15,10,-9
85,1,-9,-9,6,-9,12,15,10,-9
57,2,-9,-9,6,-9,15,1,10,-9
23,1,-9,-9,1,-9,2,14,15,-9
45,2,-9,-9,1,-9,15,1,11,-9
20,1,-9,-9,1,-9,13,4,16,-9
21,1,-9,-9,1,-9,13,15,14,-9
22,1,-9,-9,1,-9,13,4,11,-9
21,1,-9,1,1,-9,13,4,11,-9
20,2,-9,2,1,-9,13,10,14,-9
24,2,-9,-9,1,-9,13,1,14,-9
20,2,-9,2,1,-9,13,14,14,-9
24,2,-9,-9,1,-9,13,13,15,-9
20,2,-9,1,1,-9,13,13,14,-9
29,2,-9,-9,1,-9,11,14,15,-9
28,1,-9,-9,1,-9,7,1,10,-9
26,2,-9,2,1,-9,2,14,10,-9
31,1,-9,2,1,-9,16,6,16,-9
19,1,-9,-9,1,-9,13,12,14,-9
20,1,-9,-9,1,-9,13,13,14,-9
21,1,-9,-9,1,-9,13,1,11,-9
20,1,-9,-9,1,-9,13,1,14,-9
20,2,-9,-9,1,-9,13,1,14,-9
22,1,-9,-9,1,-9,13,10,12,-9
19,2,-9,-9,1,-9,11,18,14,-9
20,2,-9,1,1,-9,13,8,12,-9
18,1,-9,-9,1,-9,11,1,14,-9
19,1,-9,1,1,-9,11,4,14,-9
19,2,-9,-9,1,-9,13,1,14,-9
27,2,-9,1,1,-9,13,4,15,-9
21,1,-9,1,1,-9,13,4,16,-9
20,2,-9,-9,1,-9,8,1,14,-9
22,2,-9,-9,1,-9,8,18,11,-9
22,1,-9,2,1,-9,11,13,16,-9
20,1,-9,-9,1,-9,13,9,14,-9
31,1,-9,1,1,-9,13,14,16,-9
18,1,-9,-9,1,-9,11,15,15,-9
21,2,-9,1,1,-9,13,4,14,-9
20,2,-9,-9,1,-9,13,1,14,-9
20,1,-9,2,1,-9,13,17,16,-9
46,1,-9,-9,6,-9,16,1,10,-9
18,2,-9,-9,1,-9,15,1,10,-9
42,2,-9,-9,5,-9,15,1,11,-9
62,1,-9,-9,5,-9,12,2,10,-9
42,2,-9,-9,1,-9,15,15,10,-9
54,1,-9,-9,1,-9,15,14,10,-9
52,2,-9,-9,1,-9,15,1,10,-9
26,1,-9,-9,1,-9,2,9,11,-9
26,2,-9,1,1,-9,14,4,14,-9
90,2,-9,-9,6,-9,12,1,10,-9
75,2,-9,-9,4,-9,12,15,16,-9
80,1,-9,2,2,-9,12,14,10,-9
53,2,-9,-9,5,-9,15,1,10,-9
36,1,-9,-9,1,-9,16,1,12,-9
54,1,-9,-9,1,-9,15,1,10,-9
28,1,-9,-9,1,-9,15,15,16,-9
70,2,-9,-9,6,-9,15,1,10,-9
38,1,-9,-9,1,-9,16,2,16,-9
18,2,-9,-9,1,-9,13,1,12,-9
18,2,-9,-9,1,-9,13,1,12,-9
20,2,-9,1,1,-9,13,14,14,-9
20,2,-9,-9,1,-9,13,1,14,-9
27,2,-9,-9,1,-9,13,1,14,-9
29,1,-9,-9,1,-9,13,14,16,-9
19,2,-9,-9,1,-9,13,2,12,-9
20,2,-9,-9,1,-9,8,1,14,-9
29,1,-9,-9,4,-9,13,1,15,-9
19,2,-9,-9,1,-9,13,1,12,-9
20,2,-9,-9,1,-9,8,1,14,-9
19,2,-9,-9,1,-9,13,1,12,-9
23,2,-9,-9,1,-9,13,1,14,-9
18,2,-9,-9,1,-9,8,1,14,-9
38,1,-9,-9,1,-9,16,2,12,-9
21,1,-9,2,1,-9,7,14,11,-9
20,1,-9,2,1,-9,1,14,11,-9
20,1,-9,2,1,-9,13,6,10,-9
18,2,-9,-9,1,-9,13,1,14,-9
16,1,-9,-9,1,-9,13,14,10,-9
63,2,-9,-9,1,-9,15,1,10,-9
43,2,-9,-9,1,-9,15,1,10,-9
48,2,-9,3,5,-9,15,9,10,-9
63,2,-9,-9,1,-9,15,1,10,-9
48,2,-9,-9,1,-9,15,1,10,-9
18,1,-9,2,1,-9,13,13,14,-9
17,1,-9,-9,1,-9,13,5,12,-9
18,1,-9,1,1,-9,13,13,12,-9
18,1,-9,1,1,-9,13,12,12,-9
18,1,-9,2,1,-9,13,12,16,-9
16,2,-9,-9,5,-9,-9,-9,-9,-9
85,2,-9,-9,6,-9,12,2,10,-9
90,2,-9,-9,6,-9,12,1,10,-9
90,2,-9,-9,1,-9,12,1,10,-9
26,2,-9,-9,1,-9,1,15,11,-9
24,2,-9,-9,1,-9,2,12,15,-9
40,1,-9,1,2,-9,2,4,15,-9
27,2,-9,-9,1,-9,2,1,15,-9
24,2,-9,-9,1,-9,2,1,15,-9
39,2,-9,-9,5,-9,15,1,10,-9
90,1,-9,-9,1,-9,12,1,10,-9
85,2,-9,-9,6,-9,12,1,10,-9
65,1,-9,-9,1,-9,15,1,10,-9
60,2,-9,-9,2,-9,12,1,10,-9
58,2,-9,-9,4,-9,15,1,10,-9
26,2,-9,-9,1,-9,15,1,10,-9
26,1,-9,-9,1,-9,16,15,10,-9
32,1,-9,1,1,-9,15,14,12,-9
41,1,-9,-9,1,-9,15,1,10,-9
85,2,-9,-9,1,-9,12,1,10,-9
63,1,-9,-9,1,-9,15,1,15,-9
47,1,-9,1,4,-9,15,1,12,-9
85,2,-9,-9,6,-9,12,6,15,-9
65,2,-9,-9,1,-9,15,1,10,-9
40,1,-9,-9,1,-9,2,1,15,-9
28,1,-9,1,1,-9,13,4,11,-9
80,2,-9,-9,1,-9,12,1,16,-9
75,2,-9,-9,2,-9,12,15,14,-9
80,2,-9,-9,6,-9,12,1,10,-9
70,1,-9,2,1,-9,15,12,16,-9
58,2,-9,-9,1,-9,15,1,10,-9
60,1,-9,-9,5,-9,12,1,16,-9
63,2,-9,-9,1,-9,12,1,10,-9
48,1,-9,-9,1,-9,15,4,10,-9
8,1,-9,-9,1,-9,-9,1,-9,-9
43,1,-9,2,2,-9,13,4,15,-9
38,2,-9,2,2,-9,13,4,16,-9
22,2,-9,-9,1,-9,13,1,14,-9
80,2,-9,1,1,-9,1,2,10,-9
80,2,-9,-9,6,-9,12,1,11,-9
85,1,-9,-9,6,-9,12,1,11,-9
90,2,-9,-9,6,-9,12,1,11,-9
90,2,-9,-9,6,-9,12,1,10,-9
24,2,-9,-9,1,-9,2,4,14,-9
28,1,-9,-9,1,-9,16,14,11,-9
80,2,-9,-9,6,-9,16,1,10,-9
80,2,-9,-9,6,-9,12,1,15,-9
85,2,-9,-9,5,-9,12,1,11,-9
80,2,-9,-9,2,-9,12,15,10,-9
13,1,-9,-9,1,-9,-9,1,-9,-9
15,1,-9,3,1,-9,-9,12,-9,-9
15,1,-9,2,1,-9,-9,4,-9,-9
10,1,-9,-9,1,-9,-9,1,-9,-9
23,2,-9,-9,1,-9,15,1,10,-9
26,1,-9,-9,1,-9,16,1,10,-9
50,1,-9,-9,1,-9,7,15,11,-9
30,1,-9,1,1,-9,7,1,16,-9
41,1,-9,-9,1,-9,16,1,10,-9
52,1,-9,-9,1,-9,7,14,10,-9
22,2,-9,2,1,-9,13,4,11,-9
20,1,-9,-9,1,-9,13,1,14,-9
25,2,-9,-9,1,-9,9,5,15,-9
23,2,-9,2,1,-9,13,12,15,-9
20,1,-9,-9,1,-9,13,1,11,-9
18,2,-9,-9,1,-9,8,1,14,-9
21,1,-9,-9,1,-9,13,14,15,-9
20,1,-9,-9,1,-9,-9,-9,-9,-9
18,2,-9,-9,1,-9,11,1,14,-9
22,1,-9,2,1,-9,13,4,10,-9
19,2,-9,1,1,-9,13,4,16,-9
22,1,-9,-9,1,-9,-9,-9,-9,-9
23,1,-9,-9,1,-9,8,1,14,-9
23,2,-9,1,1,-9,13,4,15,-9
20,1,-9,-9,1,-9,9,9,14,-9
20,2,-9,2,1,-9,13,12,16,-9
19,1,-9,-9,1,-9,13,1,12,-9
20,1,-9,1,1,-9,13,4,16,-9
20,1,-9,-9,1,-9,8,1,15,-9
26,1,-9,1,1,-9,13,4,15,-9
22,1,-9,1,1,-9,9,8,16,-9
29,1,-9,1,1,-9,13,4,16,-9
27,1,-9,2,1,-9,13,4,15,-9
25,1,-9,1,1,-9,13,1,15,-9
19,1,-9,1,1,-9,13,4,16,-9
22,1,-9,2,1,-9,13,13,16,-9
23,2,-9,1,1,-9,13,4,15,-9
23,2,-9,-9,1,-9,11,1,14,-9
20,2,-9,-9,1,-9,11,1,14,-9
25,1,-9,-9,1,-9,13,1,15,-9
20,2,-9,1,1,-9,13,12,16,-9
22,1,-9,1,1,-9,8,14,16,-9
20,2,-9,-9,1,-9,13,1,14,-9
17,1,-9,-9,1,-9,-9,-9,-9,-9
20,1,-9,-9,1,-9,13,8,14,-9
21,2,-9,2,1,-9,13,12,16,-9
18,2,-9,-9,1,-9,13,9,14,-9
55,1,-9,-9,1,-9,2,1,15,-9
18,1,-9,-9,1,-9,13,1,14,-9
22,2,-9,2,1,-9,13,4,15,-9
26,1,-9,1,1,-9,11,9,15,-9
22,1,-9,1,1,-9,13,12,15,-9
19,1,-9,-9,1,-9,13,9,14,-9
25,1,-9,1,1,-9,13,13,16,-9
20,2,-9,2,1,-9,13,12,16,-9
20,2,-9,2,1,-9,13,12,16,-9
21,2,-9,-9,1,-9,13,4,15,-9
23,2,-9,-9,1,-9,13,2,15,-9
19,1,-9,-9,1,-9,13,1,14,-9
19,1,-9,-9,1,-9,13,1,15,-9
20,1,-9,-9,1,-9,13,1,14,-9
29,1,-9,-9,1,-9,13,12,15,-9
85,1,-9,-9,1,-9,15,1,10,-9
80,2,-9,-9,6,-9,12,1,10,-9
75,2,-9,4,6,-9,12,6,10,-9
20,2,-9,-9,1,-9,11,1,14,-9
19,1,-9,-9,1,-9,11,1,14,-9
18,2,-9,-9,1,-9,13,1,14,-9
18,2,-9,-9,1,-9,8,1,14,-9
19,2,-9,-9,1,-9,11,5,14,-9
21,2,-9,2,1,-9,13,12,15,-9
19,1,-9,1,1,-9,13,4,14,-9
19,2,-9,-9,1,-9,13,9,14,-9
19,1,-9,-9,1,-9,8,1,14,-9
18,1,-9,1,1,-9,13,4,14,-9
20,2,-9,-9,1,-9,13,9,14,-9
18,1,-9,-9,1,-9,11,14,14,-9
19,1,-9,-9,1,-9,13,1,14,-9
19,2,-9,-9,1,-9,13,1,14,-9
20,2,-9,-9,1,-9,10,8,12,-9
21,1,-9,1,1,-9,13,12,14,-9
24,1,-9,-9,1,-9,11,1,12,-9
25,1,-9,-9,1,-9,8,1,11,-9
20,1,-9,2,1,-9,8,4,15,-9
21,1,-9,-9,1,-9,13,1,12,-9
18,2,-9,-9,1,-9,8,1,14,-9
18,2,-9,-9,1,-9,11,14,14,-9
19,1,-9,-9,1,-9,8,1,14,-9
18,1,-9,-9,1,-9,11,4,14,-9
22,2,-9,2,1,-9,13,12,10,-9
90,1,-9,-9,5,-9,12,9,10,-9
80,2,-9,-9,6,-9,12,1,10,-9
85,2,-9,-9,6,-9,12,9,10,-9
85,1,-9,-9,2,-9,2,1,15,-9
70,1,-9,-9,1,-9,1,1,10,-9
38,1,-9,-9,1,-9,15,1,10,-9
51,1,-9,-9,1,-9,16,1,14,-9
69,2,-9,-9,1,-9,15,1,10,-9
56,2,-9,-9,5,-9,12,1,15,-9
63,1,-9,-9,1,-9,16,1,10,-9
22,2,-9,-9,1,-9,2,2,15,-9
35,1,-9,2,2,-9,7,14,11,-9
22,1,-9,2,1,-9,7,14,10,-9
50,1,-9,-9,1,-9,15,1,12,-9
51,1,-9,-9,1,-9,15,8,11,-9
51,2,-9,1,1,-9,2,8,12,-9
90,2,-9,-9,6,-9,12,1,14,-9
85,2,-9,-9,6,-9,12,1,15,-9
85,2,-9,-9,6,-9,12,1,12,-9
85,2,-9,-9,6,-9,16,1,16,-9
26,2,-9,-9,1,-9,15,1,15,-9
27,1,-9,-9,1,-9,16,15,10,-9
66,1,-9,-9,1,-9,15,1,16,-9
51,1,-9,-9,1,-9,15,1,10,-9
28,2,-9,-9,1,-9,1,15,15,-9
35,1,-9,-9,1,-9,15,1,15,-9
18,2,-9,-9,1,-9,8,14,14,-9
44,1,-9,-9,1,-9,15,15,11,-9
50,1,-9,-9,1,-9,7,1,10,-9
19,1,-9,-9,1,-9,13,18,16,-9
56,1,-9,-9,1,-9,15,13,11,-9
38,1,-9,-9,1,-9,15,14,10,-9
85,2,-9,-9,2,-9,15,1,10,-9
75,1,-9,-9,1,-9,12,2,11,-9
80,2,-9,-9,1,-9,2,1,16,-9
85,2,-9,-9,6,-9,12,2,16,-9
70,2,-9,-9,1,-9,1,1,10,-9
85,2,-9,-9,6,-9,12,1,10,-9
61,2,-9,-9,5,-9,15,1,10,-9
62,1,-9,-9,5,-9,15,1,12,-9
80,1,-9,-9,5,-9,12,1,10,-9
75,1,-9,3,2,-9,12,4,10,-9
90,1,-9,-9,6,-9,12,1,10,-9
75,2,-9,-9,5,-9,16,1,11,-9
90,2,-9,-9,1,-9,12,1,16,-9
90,2,-9,-9,6,-9,16,4,10,-9
80,1,-9,-9,6,-9,12,1,10,-9
80,2,-9,-9,1,-9,15,1,10,-9
85,2,-9,-9,6,-9,12,1,16,-9
85,2,-9,-9,6,-9,12,1,15,-9
85,2,-9,-9,6,-9,12,1,10,-9
90,2,-9,-9,4,-9,12,1,11,-9
41,2,-9,-9,1,-9,15,14,10,-9
16,2,-9,-9,1,-9,13,1,10,-9
26,1,-9,-9,1,-9,11,1,14,-9
18,1,-9,-9,1,-9,13,1,14,-9
60,2,-9,-9,1,-9,15,1,10,-9
80,2,-9,-9,1,-9,12,2,15,-9
90,2,-9,-9,6,-9,16,18,14,-9
62,1,-9,-9,5,-9,15,1,10,-9
46,1,-9,-9,5,-9,15,1,10,-9
56,2,-9,-9,1,-9,15,15,16,-9
57,2,-9,-9,1,-9,16,1,11,-9
54,1,-9,-9,1,-9,15,1,13,-9
40,1,-9,-9,1,-9,15,1,11,-9
75,2,-9,-9,6,-9,15,1,16,-9
21,1,-9,-9,1,-9,13,4,16,-9
21,1,-9,-9,1,-9,11,15,11,-9
21,2,-9,-9,1,-9,-9,-9,-9,-9
21,1,-9,-9,1,-9,13,15,14,-9
20,2,-9,-9,1,-9,13,1,14,-9
20,2,-9,-9,1,-9,-9,-9,-9,-9
20,2,-9,-9,1,-9,13,1,11,-9
18,2,-9,-9,1,-9,8,11,14,-9
21,2,-9,1,1,-9,8,4,14,-9
19,1,-9,-9,1,-9,13,4,14,-9
20,1,-9,-9,1,-9,13,1,14,-9
20,2,-9,-9,1,-9,13,14,14,-9
20,2,-9,-9,1,-9,11,1,14,-9
21,2,-9,-9,1,-9,11,1,14,-9
75,2,-9,-9,2,-9,12,1,10,-9
90,1,-9,-9,1,-9,15,1,16,-9
80,2,-9,-9,1,-9,15,1,10,-9
42,2,-9,-9,6,-9,2,4,16,-9
90,2,-9,-9,5,-9,15,15,10,-9
80,2,-9,-9,6,-9,2,1,15,-9
62,2,-9,2,6,-9,15,15,10,-9
80,2,-9,-9,6,-9,15,1,10,-9
80,2,-9,3,4,-9,2,15,15,-9
85,1,-9,-9,6,-9,12,4,16,-9
90,2,-9,-9,6,-9,15,1,10,-9
90,2,-9,-9,6,-9,12,1,10,-9
30,1,-9,2,1,-9,2,16,16,-9
21,1,-9,-9,1,-9,13,1,14,-9
19,1,-9,-9,1,-9,8,1,14,-9
30,1,-9,-9,1,-9,4,7,15,-9
0,2,-9,-9,1,-9,-9,4,-9,-9
0,2,-9,-9,1,-9,-9,4,-9,-9
0,2,-9,-9,1,-9,-9,6,-9,-9
43,1,-9,-9,5,-9,15,1,16,-9
60,2,-9,-9,5,-9,12,14,15,-9
90,2,-9,-9,1,-9,2,4,16,-9
40,2,-9,-9,1,-9,15,7,15,-9
21,2,-9,-9,1,-9,15,1,14,-9
28,1,-9,1,1,-9,15,14,12,-9
51,1,-9,-9,1,-9,15,15,12,-9
41,1,-9,-9,5,-9,2,5,15,-9
63,2,-9,-9,1,-9,16,1,10,-9
23,1,-9,-9,1,-9,16,1,11,-9
48,1,-9,-9,1,-9,15,1,16,-9
29,2,-9,-9,1,-9,15,14,10,-9
85,2,-9,-9,6,-9,12,1,10,-9
25,2,-9,-9,1,-9,2,4,15,-9
26,2,-9,-9,1,-9,2,4,16,-9
23,1,-9,-9,1,-9,3,14,11,-9
61,1,-9,-9,4,-9,2,4,14,-9
15,1,-9,-9,1,-9,-9,16,-9,-9
30,2,-9,-9,1,-9,4,2,15,-9
80,2,-9,3,1,-9,12,8,16,-9
20,2,-9,2,1,-9,13,13,11,-9
20,2,-9,2,1,-9,13,13,11,-9
70,2,-9,-9,1,-9,12,1,15,-9
19,2,-9,-9,1,-9,-9,-9,-9,-9
20,2,-9,-9,1,-9,13,1,14,-9
21,1,-9,-9,1,-9,8,1,12,-9
18,2,-9,-9,1,-9,13,1,14,-9
21,2,-9,-9,1,-9,10,15,12,-9
85,2,-9,-9,1,-9,12,4,10,-9
85,1,-9,-9,2,-9,12,1,15,-9
90,2,-9,-9,5,-9,15,1,14,-9
80,2,-9,3,5,-9,15,4,10,-9
85,2,-9,-9,1,-9,12,4,15,-9
50,2,-9,-9,1,-9,15,16,10,-9
45,1,-9,-9,1,-9,15,16,11,-9
19,2,-9,-9,1,-9,13,1,14,-9
19,1,-9,-9,1,-9,11,1,12,-9
20,2,-9,-9,1,-9,13,1,14,-9
20,2,-9,-9,1,-9,13,1,14,-9
20,2,-9,-9,1,-9,8,1,12,-9
21,1,-9,-9,1,-9,8,8,14,-9
20,2,-9,-9,1,-9,13,1,14,-9
19,2,-9,-9,1,-9,13,1,14,-9
19,2,-9,-9,1,-9,13,1,14,-9
19,2,-9,-9,1,-9,13,1,14,-9
20,2,-9,2,1,-9,13,13,10,-9
20,1,-9,-9,1,-9,13,1,14,-9
18,2,-9,-9,1,-9,8,1,14,-9
26,2,-9,-9,1,-9,10,8,15,-9
32,2,-9,-9,1,-9,13,16,15,-9
21,2,-9,-9,1,-9,8,1,15,-9
21,2,-9,-9,1,-9,11,1,14,-9
22,1,-9,2,1,-9,13,4,16,-9
19,2,-9,-9,1,-9,13,9,14,-9
19,2,-9,-9,1,-9,13,1,14,-9
21,2,-9,-9,1,-9,9,1,14,-9
27,2,-9,-9,1,-9,11,9,15,-9
17,2,-9,2,1,-9,13,13,16,-9
20,2,-9,-9,1,-9,8,1,14,-9
18,2,-9,-9,1,-9,8,7,14,-9
19,1,-9,-9,1,-9,8,1,14,-9
21,1,-9,1,1,-9,11,4,15,-9
19,2,-9,-9,1,-9,8,1,14,-9
20,1,-9,-9,1,-9,8,1,14,-9
21,1,-9,-9,1,-9,-9,-9,-9,-9
19,2,-9,-9,1,-9,13,1,14,-9
18,2,-9,-9,1,-9,13,15,14,-9
27,2,-9,-9,1,-9,13,1,15,-9
19,1,-9,-9,1,-9,13,1,14,-9
19,2,-9,-9,1,-9,8,7,14,-9
20,2,-9,-9,1,-9,8,5,14,-9
21,2,-9,-9,1,-9,8,1,12,-9
19,2,-9,-9,1,-9,-9,-9,-9,-9
21,2,-9,2,1,-9,13,12,15,-9
35,2,-9,-9,1,-9,13,1,14,-9
22,1,-9,-9,1,-9,8,1,14,-9
20,2,-9,-9,1,-9,13,1,14,-9
20,2,-9,1,1,-9,13,4,16,-9
18,2,-9,-9,1,-9,8,1,11,-9
22,2,-9,-9,1,-9,13,1,14,-9
27,2,-9,2,1,-9,13,4,16,-9
26,2,-9,-9,1,-9,8,4,15,-9
18,2,-9,-9,1,-9,13,1,14,-9
18,2,-9,-9,1,-9,13,1,14,-9
19,2,-9,-9,1,-9,11,1,14,-9
21,2,-9,-9,1,-9,8,1,15,-9
19,2,-9,-9,1,-9,13,4,12,-9
20,1,-9,-9,1,-9,13,1,14,-9
19,2,-9,-9,1,-9,13,12,12,-9
26,1,-9,-9,1,-9,15,1,10,-9
40,1,-9,-9,1,-9,15,1,12,-9
26,1,-9,-9,1,-9,15,1,15,-9
55,2,-9,-9,1,-9,15,15,15,-9
70,1,-9,-9,2,-9,12,1,14,-9
47,2,-9,-9,1,-9,15,1,15,-9
70,2,-9,-9,2,-9,12,1,14,-9
36,1,-9,-9,1,-9,15,1,10,-9
65,1,-9,-9,2,-9,15,1,11,-9
59,2,-9,-9,5,-9,2,1,12,-9
45,1,-9,-9,5,-9,2,1,16,-9
58,2,-9,1,2,-9,2,14,15,-9
43,1,-9,-9,2,-9,16,16,15,-9
31,1,-9,-9,1,-9,16,1,13,-9
39,1,-9,3,4,-9,16,2,15,-9
37,1,-9,-9,1,-9,16,1,11,-9
35,1,-9,-9,2,-9,1,14,12,-9
43,1,-9,-9,1,-9,16,1,11,-9
43,1,-9,3,2,-9,16,9,16,-9
49,1,-9,-9,1,-9,16,2,10,-9
47,1,-9,-9,1,-9,16,15,10,-9
49,1,-9,-9,5,-9,16,1,12,-9
47,1,-9,-9,1,-9,16,1,11,-9
46,1,-9,-9,5,-9,16,1,11,-9
46,1,-9,-9,1,-9,16,1,14,-9
29,1,-9,-9,1,-9,16,1,16,-9
44,1,-9,-9,1,-9,15,1,10,-9
52,1,-9,-9,1,-9,16,1,12,-9
40,1,-9,2,2,-9,6,8,16,-9
32,1,-9,2,5,-9,16,4,10,-9
29,1,-9,-9,1,-9,16,1,10,-9
45,1,-9,2,2,-9,16,13,10,-9
51,1,-9,-9,1,-9,16,1,16,-9
42,1,-9,-9,1,-9,16,1,11,-9
36,1,-9,3,1,-9,16,18,16,-9
61,1,-9,-9,5,-9,16,1,15,-9
43,1,-9,-9,5,-9,2,1,11,-9
35,1,-9,-9,1,-9,16,1,11,-9
37,1,-9,-9,1,-9,16,2,10,-9
37,1,-9,-9,1,-9,15,1,10,-9
55,1,-9,-9,1,-9,16,10,12,-9
32,1,-9,-9,1,-9,16,1,11,-9
44,1,-9,-9,1,-9,16,1,14,-9
33,1,-9,-9,1,-9,16,1,10,-9
62,1,-9,-9,2,-9,16,1,10,-9
26,1,-9,3,1,-9,16,12,11,-9
41,1,-9,-9,1,-9,16,1,15,-9
36,1,-9,-9,2,-9,1,15,11,-9
30,1,-9,1,2,-9,6,10,11,-9
41,1,-9,-9,1,-9,16,1,15,-9
51,1,-9,-9,5,-9,16,1,11,-9
39,1,-9,-9,1,-9,16,1,11,-9
47,1,-9,-9,1,-9,16,1,15,-9
25,1,-9,-9,1,-9,16,1,14,-9
33,1,-9,-9,5,-9,16,1,12,-9
44,1,-9,3,2,-9,1,4,11,-9
46,1,-9,2,5,-9,16,17,16,-9
42,1,-9,-9,1,-9,16,5,11,-9
44,1,-9,-9,1,-9,15,1,11,-9
51,1,-9,-9,1,-9,16,1,10,-9
58,1,-9,-9,1,-9,16,1,15,-9
42,1,-9,-9,5,-9,16,1,10,-9
61,1,-9,-9,1,-9,16,1,11,-9
70,1,-9,-9,5,-9,12,1,10,-9
25,1,-9,-9,1,-9,16,14,12,-9
25,1,-9,1,1,-9,16,2,14,-9
26,1,-9,-9,1,-9,16,1,12,-9
26,1,-9,-9,1,-9,13,15,11,-9
27,1,-9,-9,1,-9,16,14,15,-9
31,1,-9,-9,1,-9,16,1,15,-9
34,1,-9,-9,5,-9,16,4,12,-9
32,1,-9,-9,3,-9,7,14,10,-9
31,1,-9,-9,1,-9,16,14,10,-9
19,2,-9,-9,1,-9,13,14,14,-9
19,2,-9,-9,1,-9,13,10,14,-9
28,2,-9,-9,1,-9,13,1,15,-9
18,1,-9,-9,1,-9,13,1,14,-9
19,2,-9,-9,1,-9,13,1,14,-9
26,2,-9,-9,1,-9,11,1,15,-9
34,2,-9,1,1,-9,13,14,12,-9
21,2,-9,-9,1,-9,8,1,12,-9
24,1,-9,-9,1,-9,13,1,15,-9
28,2,-9,-9,1,-9,13,1,15,-9
25,2,-9,-9,1,-9,13,1,15,-9
51,1,-9,1,2,-9,13,14,15,-9
19,1,-9,-9,1,-9,13,1,12,-9
18,1,-9,-9,1,-9,13,9,14,-9
19,1,-9,-9,1,-9,13,1,14,-9
18,2,-9,-9,1,-9,13,1,14,-9
75,1,-9,1,5,-9,12,4,11,-9
42,2,-9,-9,1,-9,2,1,14,-9
26,2,-9,-9,1,-9,2,1,15,-9
22,2,-9,-9,1,-9,13,4,15,-9
18,1,-9,-9,1,-9,13,12,14,-9
17,2,-9,-9,1,-9,8,5,12,-9
18,2,-9,-9,1,-9,13,1,14,-9
21,1,-9,2,1,-9,13,4,16,-9
44,1,-9,2,1,-9,16,4,16,-9
29,1,-9,2,1,-9,16,4,16,-9
80,2,-9,-9,6,-9,12,1,10,-9
85,2,-9,-9,5,-9,4,1,15,-9
80,2,-9,1,1,-9,12,2,10,-9
75,2,-9,3,6,-9,4,8,15,-9
85,1,-9,-9,2,-9,12,15,16,-9
31,2,-9,-9,2,-9,13,1,10,-9
40,1,-9,-9,1,-9,16,1,16,-9
43,1,-9,-9,4,-9,16,1,10,-9
46,1,-9,-9,4,-9,16,15,10,-9
47,1,-9,-9,5,-9,6,1,14,-9
29,1,-9,-9,1,-9,16,1,12,-9
36,1,-9,-9,5,-9,16,1,11,-9
35,1,-9,-9,1,-9,16,1,16,-9
21,1,-9,-9,1,-9,16,14,11,-9
22,1,-9,-9,1,-9,16,1,12,-9
24,1,-9,-9,1,-9,2,15,12,-9
30,1,-9,-9,1,-9,16,5,14,-9
43,1,-9,-9,4,-9,16,1,10,-9
59,1,-9,-9,5,-9,12,1,12,-9
33,1,-9,-9,1,-9,16,2,10,-9
50,1,-9,-9,2,-9,16,16,10,-9
63,2,-9,-9,2,-9,12,1,15,-9
80,2,-9,-9,6,-9,16,15,10,-9
85,2,-9,-9,6,-9,12,15,10,-9
70,2,-9,-9,5,-9,12,1,10,-9
53,1,-9,-9,5,-9,16,1,10,-9
22,2,-9,-9,1,-9,16,15,11,-9
18,2,-9,-9,1,-9,14,16,12,-9
26,1,-9,-9,1,-9,16,15,10,-9
45,2,-9,-9,1,-9,15,15,10,-9
18,2,-9,-9,1,-9,14,5,11,-9
41,1,-9,-9,1,-9,15,1,10,-9
44,2,-9,1,1,-9,15,14,10,-9
64,1,-9,-9,2,-9,12,1,11,-9
51,1,-9,-9,5,-9,15,1,10,-9
31,1,-9,-9,1,-9,15,14,12,-9
18,2,-9,1,1,-9,13,4,14,-9
19,2,-9,1,1,-9,13,4,14,-9
22,2,-9,2,1,-9,13,12,15,-9
29,2,-9,1,1,-9,11,4,15,-9
19,1,-9,-9,1,-9,8,1,14,-9
19,2,-9,-9,1,-9,13,7,14,-9
20,1,-9,-9,1,-9,13,7,14,-9
21,2,-9,-9,1,-9,13,4,14,-9
23,1,-9,-9,1,-9,13,13,15,-9
19,2,-9,-9,1,-9,13,1,14,-9
40,1,-9,-9,1,-9,15,14,10,-9
33,1,-9,-9,1,-9,15,8,11,-9
18,2,-9,-9,1,-9,8,1,12,-9
22,2,-9,-9,1,-9,7,14,12,-9
49,1,-9,-9,4,-9,15,14,11,-9
51,1,-9,-9,1,-9,15,5,10,-9
85,2,-9,-9,5,-9,15,15,10,-9
48,1,-9,4,2,-9,15,4,10,-9
64,2,-9,-9,5,-9,15,1,10,-9
33,2,-9,-9,1,-9,15,9,14,-9
85,2,-9,-9,2,-9,1,15,10,-9
64,1,-9,-9,6,-9,2,1,16,-9
80,2,-9,-9,6,-9,2,4,10,-9
63,2,-9,-9,1,-9,12,1,15,-9
85,1,-9,-9,1,-9,16,15,15,-9
35,2,-9,-9,4,-9,2,1,14,-9
39,2,-9,-9,5,-9,15,15,11,-9
61,1,-9,-9,2,-9,15,1,11,-9
